"User_ID","Product_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Product_Category_1","Product_Category_2","Product_Category_3","Purchase","Income"
"1000152","P00170542","M","18-25","4","A","3","0","5","8","0","19742","13635"
"1005635","P00051842","F","36-45","9","B","3","1","4","8","0","7728","12803"
"1002485","P00233642","M","36-45","14","C","3","1","1","15","0","2663","13176"
"1002023","P00205942","M","18-25","4","B","2","1","5","8","14","7094","10793"
"1000202","P00221942","M","18-25","4","A","3","0","1","8","0","15545","14238"
"1003390","P00271842","F","46-50","20","C","1","1","8","0","0","9428","11227"
"1002701","P00149542","M","46-50","1","A","3","1","1","6","13","15979","12553"
"1003370","P00118542","M","18-25","4","C","1","0","5","8","0","15752","15680"
"1005667","P00110542","M","36-45","7","B","1","1","8","0","0","729","13215"
"1005124","P00025542","M","36-45","2","B","1","0","8","0","0","8581","11195"
"1003462","P00128942","F","26-35","4","B","3","0","1","11","0","12629","13563"
"1000090","P00038342","M","55+","13","C","1","0","2","4","0","2737","14492"
"1003769","P00146342","M","26-35","15","B","0","0","5","14","0","11438","13142"
"1000329","P00058042","M","36-45","7","A","1","0","8","16","0","5932","13802"
"1003380","P00115842","M","51-55","0","B","2","1","16","0","0","12236","19002"
"1003341","P00121542","M","26-35","20","B","4+","0","8","15","0","17151","15753"
"1003908","P00024142","M","26-35","0","B","2","0","8","9","14","14404","15505"
"1000587","P00110142","M","26-35","20","B","3","0","7","0","0","7710","9814"
"1003504","P00366542","M","18-25","7","B","1","0","5","0","0","11705","11798"
"1003878","P00035842","M","36-45","16","B","4+","0","5","6","9","17846","12987"
"1002330","P00368142","M","46-50","7","A","1","1","2","15","0","8275","13435"
"1002038","P00120142","F","46-50","1","B","3","1","5","0","0","14790","14450"
"1003125","P00267542","M","26-35","7","A","1","0","1","16","0","9538","7784"
"1003746","P00351342","M","26-35","5","B","0","1","1","2","16","13748","15641"
"1003618","P00317542","M","55+","17","A","4+","1","1","8","0","16335","14289"
"1000691","P00180342","M","36-45","11","B","2","1","11","0","0","14281","17249"
"1003200","P00145442","F","26-35","1","B","4+","0","8","15","0","20057","15206"
"1002208","P00160042","M","26-35","0","C","1","0","1","13","16","7569","16027"
"1000042","P00105342","M","26-35","8","C","0","1","1","2","15","12095","13765"
"1000710","P00362342","M","26-35","20","A","4+","0","5","0","0","1059","12159"
"1004647","P00066942","M","36-45","20","B","1","1","8","14","0","3058","11628"
"1005938","P00182642","M","26-35","1","C","1","1","2","4","9","7265","12904"
"1000190","P00053842","M","26-35","17","A","1","0","4","5","12","17815","10035"
"1002446","P00350942","M","18-25","7","B","0","0","3","4","5","5728","14912"
"1002047","P00075542","M","0-17","10","B","1","0","8","13","0","5843","8305"
"1001941","P00241342","M","36-45","17","A","1","0","1","11","15","8591","12018"
"1001736","P00128042","M","55+","8","C","2","1","1","5","18","10704","12103"
"1002703","P00091842","M","36-45","11","C","4+","1","8","0","0","3618","12166"
"1001571","P00032642","M","26-35","20","B","1","1","13","16","0","3118","15966"
"1003999","P0098242","M","36-45","17","B","4+","0","1","16","0","2790","10622"
"1005896","P00048642","M","26-35","0","A","4+","0","5","14","0","411","17743"
"1005843","P00199442","M","36-45","1","C","2","0","5","9","0","14480","13823"
"1002402","P00122542","M","46-50","17","B","4+","0","11","0","0","15356","15199"
"1004269","P00212942","M","36-45","18","B","1","1","5","0","0","13106","11733"
"1001636","P00250842","F","26-35","19","C","0","0","8","0","0","9385","14184"
"1003558","P00112142","M","18-25","17","A","3","0","1","2","14","9510","13083"
"1005281","P00304042","M","26-35","2","A","2","0","5","0","0","8214","20178"
"1004344","P00129042","M","26-35","1","A","4+","0","1","11","0","17336","13277"
"1004921","P00288642","F","26-35","15","B","3","1","16","0","0","1141","13636"
"1000869","P00017542","M","18-25","20","A","4+","1","5","0","0","12077","14789"
"1003913","P00130742","M","18-25","17","B","0","0","1","14","17","14323","13216"
"1000416","P00326742","M","46-50","14","C","3","1","11","0","0","12328","10734"
"1003224","P00036942","F","26-35","14","A","3","1","5","14","0","2325","13838"
"1002608","P00317842","F","26-35","1","A","2","0","8","0","0","14797","14797"
"1005061","P00265142","F","18-25","19","C","2","1","3","12","0","13315","12718"
"1003483","P00271142","F","46-50","7","B","0","1","5","0","0","4724","8442"
"1004808","P00127342","M","36-45","0","A","1","1","1","2","15","5189","9496"
"1001447","P00100742","M","18-25","4","A","0","0","5","17","0","20061","15762"
"1000132","P00249642","M","26-35","17","C","1","0","3","5","0","3793","12460"
"1004436","P00294542","M","26-35","12","C","1","0","8","0","0","7982","13191"
"1003925","P00071442","M","26-35","12","C","1","1","15","17","0","8445","17694"
"1005703","P00323542","M","55+","1","C","2","1","8","18","0","14606","13361"
"1004511","P00079142","M","36-45","7","C","2","0","11","0","0","11533","14904"
"1003681","P00190142","M","26-35","7","B","3","0","3","4","5","6622","13477"
"1001032","P00115642","M","51-55","16","C","0","1","8","14","0","11345","9743"
"1001252","P00168042","M","55+","13","C","3","0","8","0","0","3587","12477"
"1005565","P00085942","M","18-25","17","C","2","0","2","4","8","12445","12385"
"1002733","P00265242","M","46-50","17","B","1","1","5","8","0","5566","11763"
"1005950","P00289242","M","26-35","4","B","2","1","1","8","0","4588","12160"
"1002820","P00041342","F","36-45","0","A","2","0","11","15","16","9663","11141"
"1000998","P00297242","M","46-50","20","A","0","1","7","0","0","18195","16441"
"1005717","P00041842","M","26-35","0","B","3","1","6","8","0","8460","12622"
"1002251","P00041842","M","36-45","14","A","3","0","6","8","0","6850","12664"
"1002552","P00193542","F","26-35","9","C","2","1","1","2","0","8867","10734"
"1002599","P00003242","M","26-35","12","B","2","0","8","15","0","8622","14506"
"1004143","P00112142","F","26-35","5","C","2","0","1","2","14","5972","11557"
"1001981","P00084842","M","55+","1","C","2","1","8","16","0","15382","11098"
"1001099","P00157642","M","26-35","17","C","4+","0","1","14","16","6486","13389"
"1005788","P00050342","M","26-35","0","A","4+","0","5","8","17","2669","13640"
"1003422","P00343042","M","26-35","5","B","2","0","5","18","0","7962","10829"
"1000514","P00330642","M","26-35","2","A","1","1","5","0","0","11930","10639"
"1005562","P00029242","F","36-45","1","C","4+","0","8","0","0","10283","15305"
"1002185","P00202742","M","46-50","17","C","2","1","5","13","14","18611","8837"
"1003789","P00130242","F","26-35","0","A","0","0","8","0","0","15724","13154"
"1001088","P00101742","F","0-17","10","A","3","0","12","14","0","9569","9759"
"1002661","P00045542","M","55+","13","C","1","0","5","14","0","10181","12788"
"1001902","P00075442","M","26-35","19","C","1","0","5","11","0","954","11774"
"1004139","P00081142","M","55+","14","B","1","1","6","8","14","6832","14892"
"1000919","P00324642","F","36-45","1","C","1","0","8","0","0","20613","11777"
"1002021","P00324442","M","26-35","0","C","1","0","11","13","16","5714","13836"
"1005788","P00157142","M","26-35","0","A","4+","0","11","16","0","3654","11313"
"1002050","P00229342","F","36-45","3","C","2","0","5","14","0","9553","9512"
"1003490","P00004842","M","26-35","0","C","4+","1","3","4","12","16881","14984"
"1004411","P00142942","M","18-25","4","A","3","0","1","2","16","995","14907"
"1005063","P00196442","F","0-17","10","B","3","0","5","0","0","11772","15872"
"1005840","P00138142","F","0-17","0","C","1","0","8","14","0","16237","14407"
"1003532","P00156142","F","36-45","14","B","1","0","5","8","0","4701","11544"
"1003319","P00362842","F","55+","13","B","1","1","5","18","0","17900","12390"
"1000349","P00014842","M","0-17","10","C","0","0","1","2","5","2051","15542"
"1000113","P00338542","M","18-25","12","C","2","0","1","0","0","8101","14529"
"1005652","P00238442","M","18-25","0","B","1","0","6","0","0","12217","7222"
"1004448","P00125342","M","26-35","14","A","0","0","11","0","0","10441","10726"
"1000854","P00267542","F","26-35","16","B","1","0","1","16","0","-321","14210"
"1001737","P00303042","M","36-45","20","B","3","0","5","0","0","9295","12661"
"1005831","P00207642","M","26-35","1","A","2","1","2","5","0","6330","15804"
"1003564","P00151742","M","26-35","11","C","4+","0","8","15","16","5404","12496"
"1004451","P00152742","M","26-35","14","B","2","1","5","0","0","13415","7462"
"1001465","P00052842","M","51-55","16","B","4+","1","10","15","0","10483","15862"
"1001970","P00156042","M","51-55","13","C","1","0","8","0","0","15403","14538"
"1005661","P0096842","F","26-35","15","C","1","1","3","4","12","11029","11458"
"1001378","P00059442","F","46-50","7","C","3","1","6","8","16","14196","13371"
"1000839","P00010242","M","26-35","0","A","2","0","5","0","0","7335","14982"
"1001544","P00277642","M","26-35","12","B","2","0","2","3","10","12992","15946"
"1002015","P00134042","M","18-25","4","B","4+","0","5","17","0","5230","13380"
"1000520","P00156742","F","36-45","20","A","2","0","5","6","8","10745","11380"
"1001985","P00345842","M","46-50","12","A","2","1","2","8","14","4410","13419"
"1003669","P00146142","M","26-35","14","A","2","0","1","2","15","17714","9658"
"1004673","P00113242","M","36-45","16","B","2","1","1","6","8","8622","14356"
"1002185","P00283942","M","46-50","17","C","2","1","5","0","0","3528","10882"
"1001841","P00223242","M","18-25","0","C","2","0","5","14","0","21602","12997"
"1003699","P0097242","F","55+","3","C","3","1","1","16","0","3506","12231"
"1003507","P00212842","M","26-35","0","A","3","0","8","16","0","7376","13266"
"1004344","P00123342","M","26-35","1","A","4+","0","11","0","0","15300","14285"
"1004272","P00235842","M","46-50","17","B","0","0","11","15","16","5901","13981"
"1000053","P00019142","M","26-35","0","B","1","0","11","15","0","17331","18254"
"1002918","P00160942","M","26-35","12","B","2","0","1","16","0","13407","13256"
"1000682","P00003442","M","26-35","4","C","1","0","4","5","8","19099","11663"
"1000661","P00265242","M","46-50","1","C","2","1","5","8","0","24615","7518"
"1001837","P00275642","M","26-35","2","B","1","0","8","0","0","8486","13440"
"1000409","P00221442","M","18-25","12","B","4+","0","1","2","5","6862","11582"
"1005307","P00198142","M","26-35","5","C","1","0","2","4","9","13977","17487"
"1001446","P00357642","M","36-45","12","B","4+","1","5","0","0","10353","8559"
"1001666","P00042842","M","26-35","14","B","3","0","5","0","0","11076","11213"
"1001218","P00059442","M","55+","15","B","0","1","6","8","16","7729","13789"
"1001941","P00002342","M","36-45","17","A","1","0","16","0","0","7942","11356"
"1003929","P00114342","M","26-35","5","B","1","1","1","8","17","6874","11322"
"1000839","P00105142","M","26-35","0","A","2","0","1","2","15","4180","11712"
"1000487","P00321942","F","36-45","17","B","0","1","5","0","0","12387","12355"
"1000752","P00153842","F","26-35","3","A","3","0","8","14","16","7774","14713"
"1004308","P00251942","M","26-35","0","C","4+","0","1","2","5","12819","9569"
"1001043","P00195042","F","51-55","11","C","4+","0","6","8","14","14396","12652"
"1001172","P00259042","F","26-35","0","A","2","1","5","0","0","13065","10539"
"1001941","P00221142","M","36-45","17","A","1","0","1","0","0","5403","13228"
"1005253","P00112442","F","55+","13","C","1","0","6","8","0","6732","13513"
"1000649","P00071442","M","26-35","4","B","2","1","15","17","0","1013","10928"
"1005256","P00114142","M","26-35","16","B","4+","1","8","0","0","9459","15038"
"1003153","P00174442","F","26-35","4","B","2","0","5","0","0","6735","17898"
"1005335","P00278642","M","26-35","14","B","1","1","5","0","0","2030","10208"
"1005269","P00118742","M","18-25","0","B","4+","0","5","11","0","17577","12306"
"1005292","P00112842","M","26-35","0","A","1","0","8","17","0","3594","12334"
"1000624","P00278642","M","26-35","1","B","3","0","5","0","0","7432","13835"
"1001692","P00113742","M","36-45","20","A","4+","1","5","14","0","9138","16332"
"1000170","P00199642","M","26-35","11","C","1","1","16","0","0","5006","12518"
"1004488","P00202542","M","36-45","7","B","1","0","13","16","0","12897","12503"
"1000830","P00202142","M","36-45","7","A","3","0","8","16","17","7394","13247"
"1001004","P00234542","M","26-35","3","B","2","0","5","0","0","23742","10270"
"1003715","P00353442","M","18-25","5","B","2","0","3","4","12","8668","10135"
"1001693","P00181542","M","26-35","12","C","1","1","11","16","0","7710","12316"
"1004368","P00173042","M","18-25","17","B","1","0","13","15","16","15983","14027"
"1000302","P00004442","M","18-25","4","B","4+","0","1","2","0","12672","15889"
"1002389","P00181542","M","26-35","16","A","0","1","11","16","0","2196","7978"
"1000577","P00289342","M","36-45","0","A","3","0","5","8","14","7967","10317"
"1005779","P00299142","M","26-35","5","A","1","0","5","0","0","9965","14843"
"1001470","P00361942","M","18-25","4","A","1","1","1","2","15","6483","12681"
"1002684","P00178042","F","18-25","0","C","3","1","8","14","0","10679","14010"
"1004508","P00291442","M","26-35","20","A","2","0","5","8","0","2700","18268"
"1003238","P00113942","M","36-45","7","C","1","1","8","0","0","11135","13591"
"1002590","P00179242","M","18-25","4","A","0","0","11","0","0","6648","10877"
"1005361","P00187442","F","51-55","16","A","3","0","2","4","5","17081","17702"
"1003080","P00014942","M","26-35","20","A","4+","1","8","0","0","6111","14337"
"1002041","P00112442","F","26-35","20","B","4+","0","6","8","0","11211","12590"
"1002062","P00155142","M","18-25","4","C","2","0","1","16","0","11046","14310"
"1001474","P00286342","M","26-35","4","A","2","1","7","0","0","7841","11407"
"1006007","P00295042","M","36-45","17","C","2","0","1","8","0","2348","15131"
"1002918","P00076142","M","26-35","12","B","2","0","8","0","0","7503","9843"
"1000103","P00184942","M","46-50","7","B","2","1","1","8","17","4237","10025"
"1000101","P00222942","F","18-25","3","A","1","0","1","2","8","3471","14900"
"1004715","P00042142","M","26-35","2","B","3","0","1","2","6","-1269","15736"
"1005015","P00329542","M","36-45","6","B","2","1","1","15","16","11190","12446"
"1002438","P00073642","M","36-45","1","A","2","0","8","0","0","3368","15343"
"1004253","P00126142","M","46-50","11","B","0","0","8","16","0","7110","12579"
"1002764","P00271242","M","26-35","7","B","1","0","8","14","0","8373","12846"
"1001680","P00154042","M","26-35","20","A","3","1","1","2","15","10640","8332"
"1000424","P00034042","M","26-35","17","A","3","0","1","2","16","7638","18550"
"1005953","P00003442","M","0-17","10","B","0","0","4","5","8","10511","14644"
"1000483","P00157542","M","18-25","12","A","4+","0","8","14","0","10314","13766"
"1005317","P00140942","F","26-35","0","A","1","0","8","0","0","9182","17727"
"1004048","P00339342","F","36-45","1","B","1","0","1","0","0","3585","10995"
"1003414","P00277442","M","26-35","17","C","1","1","1","6","15","11738","12638"
"1000302","P00184742","M","18-25","4","B","4+","0","11","16","0","5841","16307"
"1003336","P00211142","M","36-45","17","B","2","1","5","0","0","7565","12921"
"1000577","P00274242","M","36-45","0","A","3","0","1","0","0","12476","18032"
"1005448","P00270242","M","46-50","19","A","4+","0","8","0","0","10537","15598"
"1005265","P00101342","M","46-50","1","B","2","1","6","8","0","2357","13524"
"1004285","P00136342","M","36-45","0","B","3","0","4","5","0","14514","14178"
"1000321","P00122442","M","18-25","4","B","3","0","1","11","15","17104","17351"
"1003123","P00358342","M","26-35","2","B","3","0","11","15","16","10450","13206"
"1004140","P00356042","M","26-35","0","B","4+","0","1","15","0","3626","14425"
"1001613","P00014642","M","18-25","20","A","1","0","8","14","17","16465","13474"
"1001299","P00221442","M","26-35","14","B","1","0","1","2","5","6306","16366"
"1003718","P00100442","M","51-55","17","C","1","0","2","4","5","8419","11287"
"1005124","P00271242","M","36-45","2","B","1","0","8","14","0","12399","12716"
"1001973","P00365242","M","26-35","1","A","0","0","5","8","0","2456","17183"
"1005570","P00084542","M","26-35","1","B","3","0","5","0","0","20223","11574"
"1000844","P00084342","M","26-35","0","B","3","1","13","16","0","8076","14574"
"1003077","P00186642","M","18-25","4","B","2","0","2","4","15","2989","14942"
"1001404","P00130742","M","51-55","16","B","1","1","1","14","17","15666","14586"
"1002066","P00242742","F","26-35","6","B","2","1","1","2","9","5336","11006"
"1003272","P00153842","M","36-45","0","B","1","0","8","14","16","7048","12302"
"1001752","P00282042","M","26-35","3","B","1","0","5","15","0","18407","13952"
"1002856","P00014542","M","36-45","11","A","2","0","8","0","0","6080","10823"
"1000862","P00051442","M","36-45","7","A","0","1","8","17","0","11626","8418"
"1003420","P00318742","F","26-35","7","A","3","0","1","8","0","4508","11762"
"1000343","P00232342","F","36-45","3","B","2","0","11","0","0","6189","16537"
"1004562","P00170642","M","36-45","10","A","1","1","5","8","0","6517","14512"
